@relation bookkeeper2Training-weka.filters.unsupervised.attribute.Remove-R2

@attribute Version {4.0.0}
@attribute NR numeric
@attribute NAUTHORS numeric
@attribute LOC numeric
@attribute LOC_ADDED numeric
@attribute AVGLOCADDED numeric
@attribute MAXLOCADDED numeric
@attribute CHURN numeric
@attribute AVGCHURN numeric
@attribute MAXCHURN numeric
@attribute BUGGY {No}

@data
4.0.0,1,1,27,27,27,27,27,27,27,No
4.0.0,1,1,28,28,28,28,28,28,28,No
4.0.0,2,2,29,30,15,29,29,14,29,No
4.0.0,4,3,566,600,150,561,566,141,561,No
4.0.0,2,2,64,80,40,64,64,32,64,No
4.0.0,2,2,29,30,15,29,29,14,29,No
4.0.0,2,2,64,65,32,64,64,32,64,No
4.0.0,2,2,37,40,20,37,37,18,37,No
4.0.0,2,2,68,79,39,68,68,34,68,No
4.0.0,3,2,154,165,55,153,154,51,153,No
4.0.0,2,2,72,73,36,72,72,36,72,No
4.0.0,6,3,385,400,66,364,385,64,364,No
4.0.0,2,2,76,78,39,76,76,38,76,No
4.0.0,3,2,159,163,54,158,159,53,158,No
4.0.0,3,2,737,886,295,736,737,245,736,No
4.0.0,2,2,74,76,38,74,74,37,74,No
4.0.0,3,2,94,97,32,93,94,31,93,No
4.0.0,1,1,22,22,22,22,22,22,22,No
4.0.0,3,2,427,439,146,426,427,142,426,No
4.0.0,1,1,62,62,62,62,62,62,62,No
4.0.0,2,2,58,59,29,58,58,29,58,No
4.0.0,2,2,91,96,48,91,91,45,91,No
4.0.0,2,2,27,28,14,27,27,13,27,No
4.0.0,2,2,77,79,39,77,77,38,77,No
4.0.0,3,2,704,742,247,703,704,234,703,No
4.0.0,2,2,63,67,33,63,63,31,63,No
4.0.0,1,1,37,37,37,37,37,37,37,No
4.0.0,2,2,64,65,32,64,64,32,64,No
4.0.0,2,2,124,127,63,124,124,62,124,No
4.0.0,4,2,160,167,41,159,160,40,159,No
4.0.0,2,2,36,41,20,36,36,18,36,No
4.0.0,2,2,58,60,30,57,58,29,57,No
4.0.0,1,1,62,62,62,62,62,62,62,No
4.0.0,4,2,130,142,35,129,130,32,129,No
4.0.0,2,2,74,76,38,73,74,37,73,No
4.0.0,3,2,83,86,28,82,83,27,82,No
4.0.0,1,1,74,74,74,74,74,74,74,No
4.0.0,2,2,48,50,25,48,48,24,48,No
4.0.0,2,2,60,61,30,60,60,30,60,No
4.0.0,3,2,70,76,25,70,70,23,70,No
4.0.0,4,2,183,202,50,180,183,45,180,No
4.0.0,1,1,53,53,53,53,53,53,53,No
4.0.0,4,2,452,472,118,450,452,113,450,No
4.0.0,1,1,39,39,39,39,39,39,39,No
4.0.0,2,2,78,82,41,78,78,39,78,No
4.0.0,2,2,64,65,32,64,64,32,64,No
4.0.0,2,2,31,32,16,31,31,15,31,No
4.0.0,2,2,57,61,30,57,57,28,57,No
4.0.0,2,2,104,111,55,104,104,52,104,No
4.0.0,1,1,32,32,32,32,32,32,32,No
4.0.0,3,2,227,279,93,226,227,75,226,No
4.0.0,4,3,197,208,52,187,197,49,187,No
4.0.0,2,2,75,81,40,75,75,37,75,No
4.0.0,1,1,28,28,28,28,28,28,28,No
4.0.0,2,2,52,54,27,52,52,26,52,No
4.0.0,3,2,429,506,168,428,429,143,428,No
4.0.0,2,2,104,134,67,104,104,52,104,No
4.0.0,1,1,35,35,35,35,35,35,35,No
4.0.0,2,2,98,99,49,98,98,49,98,No
4.0.0,3,2,79,94,31,78,79,26,78,No
